student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,score_category,screen_time_total,study_intensity,sleep_group
S1186,18,Female,0.0,1.9,1.5,No,82.4,5.6,Fair,3,Bachelor,Average,8,No,55.2,Low,3.4,Low (<2h),5-6h
S1187,23,Male,4.9,1.5,3.5,No,84.3,6.8,Fair,0,Bachelor,Average,4,No,73.8,Average,5.0,High (4-6h),6-7h
S1188,23,Female,1.4,3.3,2.5,No,91.9,8.3,Fair,3,High School,Poor,4,Yes,46.5,Low,5.8,Low (<2h),>8h
S1189,22,Male,3.2,2.0,1.6,No,78.2,5.6,Fair,2,High School,Average,7,Yes,60.5,Average,3.6,Moderate (2-4h),5-6h
S1190,23,Male,1.7,3.8,1.2,No,82.3,7.9,Poor,6,Master,Good,5,No,55.4,Low,5.0,Low (<2h),7-8h
S1191,19,Male,0.8,3.2,1.4,No,84.9,8.3,Good,1,Master,Average,6,No,45.1,Low,4.6,Low (<2h),>8h
S1192,17,Female,4.3,3.3,2.3,No,86.5,5.5,Poor,4,Master,Good,6,No,69.4,Average,5.6,High (4-6h),5-6h
S1193,23,Male,4.6,0.9,1.9,No,86.0,4.8,Good,4,Master,Good,6,No,81.3,High,2.8,High (4-6h),<5h
S1194,23,Male,2.6,4.0,1.1,No,89.4,6.9,Good,0,High School,Good,10,No,66.6,Average,5.1,Moderate (2-4h),6-7h
S1195,18,Female,0.0,2.8,1.6,No,93.4,5.8,Fair,0,Bachelor,Good,5,No,26.7,Very Low,4.4,Low (<2h),5-6h
S1196,18,Male,2.7,2.1,1.9,No,88.9,8.7,Good,4,High School,Poor,5,No,64.5,Average,4.0,Moderate (2-4h),>8h
S1197,20,Female,4.1,2.7,0.0,No,89.5,6.5,Fair,0,Master,Average,9,Yes,87.1,High,2.7,High (4-6h),6-7h
S1198,21,Male,1.3,0.4,2.3,Yes,69.2,5.5,Good,1,High School,Good,8,Yes,42.2,Low,2.6999999999999997,Low (<2h),5-6h
S1199,19,Female,3.8,3.0,0.7,No,85.5,5.1,Fair,2,Bachelor,Good,4,No,61.6,Average,3.7,Moderate (2-4h),5-6h
S1200,23,Female,3.5,1.3,0.5,No,89.8,7.8,Fair,2,Bachelor,Good,7,No,81.9,High,1.8,Moderate (2-4h),7-8h
S1201,24,Male,4.4,0.9,0.0,No,92.3,5.8,Fair,3,High School,Good,8,No,96.5,Excellent,0.9,High (4-6h),5-6h
S1202,23,Male,3.7,0.7,0.0,No,78.1,6.6,Fair,1,Unknown,Average,9,No,85.1,High,0.7,Moderate (2-4h),6-7h
S1203,17,Male,2.0,3.8,0.3,No,78.4,7.6,Fair,6,Master,Poor,5,No,58.5,Low,4.1,Low (<2h),7-8h
S1204,20,Male,5.3,1.7,1.0,No,79.3,5.9,Fair,0,Bachelor,Good,3,Yes,78.4,High,2.7,High (4-6h),5-6h
S1205,21,Other,3.3,4.3,3.9,No,90.4,6.4,Fair,0,High School,Good,4,No,56.4,Low,8.2,Moderate (2-4h),6-7h
S1206,24,Male,3.5,1.9,1.2,No,95.3,6.5,Poor,6,Bachelor,Average,10,Yes,92.6,Excellent,3.0999999999999996,Moderate (2-4h),6-7h
S1207,20,Female,2.1,0.5,2.0,No,80.9,7.3,Poor,3,Bachelor,Good,6,Yes,62.3,Average,2.5,Moderate (2-4h),7-8h
S1208,22,Male,2.8,1.2,2.2,Yes,94.1,7.2,Fair,3,High School,Average,10,No,75.8,High,3.4000000000000004,Moderate (2-4h),7-8h
S1209,21,Female,2.2,4.0,1.9,No,86.2,6.2,Poor,0,High School,Average,5,Yes,47.1,Low,5.9,Moderate (2-4h),6-7h
S1210,23,Female,3.2,2.3,1.7,Yes,83.8,6.6,Poor,0,Master,Good,9,No,66.3,Average,4.0,Moderate (2-4h),6-7h
S1211,23,Female,6.1,1.8,0.5,No,82.9,6.1,Good,6,Bachelor,Good,3,Yes,98.3,Excellent,2.3,Intense (>6h),6-7h
S1212,21,Male,1.4,2.7,3.4,No,92.5,4.7,Poor,1,Bachelor,Average,2,Yes,29.7,Very Low,6.1,Low (<2h),<5h
S1213,23,Male,1.1,3.1,3.8,No,88.3,6.8,Good,6,Bachelor,Poor,6,No,45.5,Low,6.9,Low (<2h),6-7h
S1214,19,Male,5.7,3.8,0.0,No,100.0,8.8,Fair,3,Unknown,Average,7,No,100.0,Excellent,3.8,High (4-6h),>8h
S1215,21,Female,3.2,4.2,0.7,No,76.5,5.4,Good,6,High School,Good,5,Yes,67.5,Average,4.9,Moderate (2-4h),5-6h
S1216,20,Female,2.5,2.1,1.5,No,90.2,5.6,Fair,6,High School,Average,1,Yes,60.3,Average,3.6,Moderate (2-4h),5-6h
S1217,21,Other,5.1,0.9,0.7,No,79.7,5.5,Fair,6,High School,Good,3,No,87.0,High,1.6,High (4-6h),5-6h
S1218,24,Male,2.6,2.0,2.4,No,76.3,7.4,Fair,1,Bachelor,Good,3,No,48.5,Low,4.4,Moderate (2-4h),7-8h
S1219,23,Female,6.2,2.8,1.0,No,84.9,7.0,Fair,5,Master,Good,4,No,100.0,Excellent,3.8,Intense (>6h),6-7h
S1220,19,Female,4.5,1.3,4.2,No,86.4,6.3,Fair,0,High School,Average,10,No,82.1,High,5.5,High (4-6h),6-7h
S1221,19,Male,2.8,1.4,3.1,No,100.0,5.4,Poor,4,High School,Good,6,Yes,63.7,Average,4.5,Moderate (2-4h),5-6h
S1222,22,Male,6.7,2.9,2.0,No,83.2,6.6,Good,6,Bachelor,Average,5,No,100.0,Excellent,4.9,Intense (>6h),6-7h
S1223,20,Female,2.6,2.4,2.9,No,73.7,4.6,Fair,4,Master,Average,1,No,41.9,Low,5.3,Moderate (2-4h),<5h
S1224,18,Female,4.6,2.5,3.0,No,87.7,6.7,Fair,5,Bachelor,Poor,6,No,72.7,Average,5.5,High (4-6h),6-7h
S1225,18,Female,3.9,1.6,1.2,No,64.3,7.5,Good,0,Master,Average,9,Yes,74.3,Average,2.8,Moderate (2-4h),7-8h
S1226,21,Male,5.5,2.2,0.9,Yes,84.1,5.0,Fair,3,Bachelor,Good,1,No,88.7,High,3.1,High (4-6h),<5h
S1227,22,Female,5.8,1.4,1.9,No,85.2,4.7,Good,4,Bachelor,Average,8,Yes,96.6,Excellent,3.3,High (4-6h),<5h
S1228,17,Male,3.5,3.6,2.7,No,92.9,8.4,Fair,3,High School,Average,8,Yes,72.6,Average,6.300000000000001,Moderate (2-4h),>8h
S1229,21,Male,2.4,3.7,2.0,No,94.7,5.8,Good,4,High School,Good,3,Yes,52.4,Low,5.7,Moderate (2-4h),5-6h
S1230,22,Male,4.2,0.3,0.1,No,80.0,7.9,Poor,3,High School,Poor,9,Yes,100.0,Excellent,0.4,High (4-6h),7-8h
S1231,20,Female,2.5,1.4,0.9,No,83.5,6.3,Good,6,Bachelor,Good,8,No,73.1,Average,2.3,Moderate (2-4h),6-7h
S1232,20,Female,6.5,0.7,1.7,No,77.3,6.3,Good,4,Master,Average,3,No,100.0,Excellent,2.4,Intense (>6h),6-7h
S1233,20,Female,3.7,1.7,1.7,No,73.7,7.0,Fair,3,Master,Poor,10,Yes,80.8,High,3.4,Moderate (2-4h),6-7h
S1234,20,Male,3.0,2.4,4.0,No,88.1,5.4,Poor,5,High School,Good,5,No,62.9,Average,6.4,Moderate (2-4h),5-6h
S1235,20,Female,3.8,0.8,0.3,No,72.3,6.7,Fair,1,High School,Poor,3,No,71.5,Average,1.1,Moderate (2-4h),6-7h
S1236,22,Male,1.5,1.4,2.4,No,80.9,6.0,Good,3,High School,Good,5,No,46.2,Low,3.8,Low (<2h),5-6h
S1237,22,Female,2.0,1.3,3.4,Yes,75.0,4.9,Fair,1,High School,Average,9,No,53.8,Low,4.7,Low (<2h),<5h
S1238,19,Male,5.3,2.7,4.3,No,90.5,6.9,Fair,1,Bachelor,Poor,4,Yes,74.2,Average,7.0,High (4-6h),6-7h
S1239,24,Male,2.5,2.6,1.4,No,100.0,6.2,Poor,0,Master,Poor,6,No,52.5,Low,4.0,Moderate (2-4h),6-7h
S1240,18,Male,1.9,1.6,2.3,No,72.0,6.3,Fair,6,Master,Poor,3,No,51.2,Low,3.9,Low (<2h),6-7h
S1241,23,Male,4.3,2.7,2.4,Yes,66.5,5.0,Fair,5,Bachelor,Poor,3,No,60.6,Average,5.1,High (4-6h),<5h
S1242,20,Female,5.3,1.8,2.0,No,83.8,8.4,Good,1,Bachelor,Good,5,No,91.5,Excellent,3.8,High (4-6h),>8h
S1243,17,Female,4.6,2.2,1.7,No,85.2,7.6,Fair,2,Bachelor,Average,8,No,87.3,High,3.9000000000000004,High (4-6h),7-8h
S1244,23,Male,5.0,4.5,2.3,No,87.2,7.7,Good,6,High School,Average,8,No,98.0,Excellent,6.8,High (4-6h),7-8h
S1245,22,Female,2.4,4.1,0.0,No,80.5,6.1,Fair,1,Bachelor,Average,3,Yes,47.9,Low,4.1,Moderate (2-4h),6-7h
S1246,17,Male,1.4,0.9,2.6,Yes,83.0,4.4,Poor,3,Bachelor,Good,8,No,51.0,Low,3.5,Low (<2h),<5h
S1247,17,Female,5.8,3.5,1.9,No,88.7,8.8,Fair,1,Bachelor,Good,8,Yes,90.0,High,5.4,High (4-6h),>8h
S1248,17,Female,3.0,3.5,1.6,No,95.4,6.4,Fair,3,High School,Good,3,No,54.1,Low,5.1,Moderate (2-4h),6-7h
S1249,19,Female,3.1,1.1,4.1,No,65.4,5.6,Good,3,High School,Good,10,Yes,58.4,Low,5.199999999999999,Moderate (2-4h),5-6h
S1250,22,Male,5.5,3.5,1.1,Yes,81.3,7.0,Good,2,High School,Average,10,No,100.0,Excellent,4.6,High (4-6h),6-7h
S1251,17,Female,4.3,4.3,1.4,No,87.1,7.9,Fair,1,Master,Average,2,No,65.2,Average,5.699999999999999,High (4-6h),7-8h
S1252,20,Female,4.2,1.2,4.0,No,75.8,6.5,Fair,1,High School,Good,10,No,85.3,High,5.2,High (4-6h),6-7h
S1253,21,Male,6.7,1.4,0.9,No,100.0,8.0,Fair,4,Bachelor,Good,2,No,93.8,Excellent,2.3,Intense (>6h),7-8h
S1254,17,Male,2.5,3.7,1.2,Yes,78.6,7.8,Good,6,Bachelor,Average,9,No,78.8,High,4.9,Moderate (2-4h),7-8h
S1255,19,Female,4.9,2.8,1.6,No,84.6,5.2,Good,4,High School,Average,7,No,85.0,High,4.4,High (4-6h),5-6h
S1256,23,Female,3.6,3.2,2.7,No,90.6,5.7,Good,0,Bachelor,Good,6,No,64.5,Average,5.9,Moderate (2-4h),5-6h
S1257,22,Female,3.9,2.9,2.0,No,79.1,7.6,Fair,3,Master,Good,7,No,71.0,Average,4.9,Moderate (2-4h),7-8h
S1258,24,Female,5.8,3.0,0.4,No,66.5,3.2,Fair,2,High School,Average,8,No,90.8,Excellent,3.4,High (4-6h),<5h
S1259,19,Female,4.3,0.9,1.2,No,80.7,6.3,Fair,4,Master,Good,1,No,72.6,Average,2.1,High (4-6h),6-7h
S1260,17,Male,4.3,3.8,1.1,No,95.3,4.8,Fair,1,High School,Average,8,No,70.9,Average,4.9,High (4-6h),<5h
S1261,22,Male,5.1,3.9,1.7,Yes,81.6,5.9,Fair,0,Unknown,Poor,3,Yes,65.1,Average,5.6,High (4-6h),5-6h
S1262,21,Male,3.0,2.2,2.3,No,76.5,6.1,Poor,2,Master,Average,3,No,49.1,Low,4.5,Moderate (2-4h),6-7h
S1263,17,Female,2.2,2.4,2.3,Yes,94.3,6.1,Poor,5,Bachelor,Average,6,No,62.7,Average,4.699999999999999,Moderate (2-4h),6-7h
S1264,19,Male,1.9,0.7,0.0,No,81.7,5.8,Good,1,Master,Poor,4,No,51.5,Low,0.7,Low (<2h),5-6h
S1265,18,Female,0.6,3.1,3.0,No,79.9,5.2,Good,1,Bachelor,Good,4,No,18.4,Very Low,6.1,Low (<2h),5-6h
S1266,20,Female,6.6,3.2,2.1,No,86.5,9.3,Fair,5,Master,Average,4,Yes,100.0,Excellent,5.300000000000001,Intense (>6h),>8h
S1267,24,Female,1.8,2.4,3.3,Yes,92.7,8.7,Fair,3,Bachelor,Good,10,No,53.3,Low,5.699999999999999,Low (<2h),>8h
S1268,23,Male,3.2,3.8,2.3,No,100.0,5.1,Fair,3,Bachelor,Poor,9,No,76.1,High,6.1,Moderate (2-4h),5-6h
S1269,19,Female,3.1,2.1,3.0,No,93.3,8.4,Good,4,Bachelor,Average,8,No,85.6,High,5.1,Moderate (2-4h),>8h
S1270,22,Male,4.0,3.2,2.3,Yes,96.6,6.0,Good,4,High School,Good,3,Yes,63.0,Average,5.5,Moderate (2-4h),5-6h
S1271,24,Female,4.7,1.3,3.3,Yes,79.9,6.7,Good,1,Master,Good,1,No,73.6,Average,4.6,High (4-6h),6-7h
S1272,24,Male,4.8,2.5,2.4,Yes,74.7,6.4,Good,6,High School,Good,1,No,76.2,High,4.9,High (4-6h),6-7h
S1273,24,Male,2.6,2.3,1.7,No,85.6,5.7,Fair,1,Bachelor,Good,1,Yes,45.5,Low,4.0,Moderate (2-4h),5-6h
S1274,17,Female,3.2,2.8,4.3,No,86.1,7.7,Fair,4,High School,Average,4,Yes,58.6,Low,7.1,Moderate (2-4h),7-8h
S1275,20,Male,3.9,2.1,2.8,No,74.2,6.7,Fair,5,Bachelor,Average,6,No,77.8,High,4.9,Moderate (2-4h),6-7h
S1276,17,Male,3.1,2.3,2.4,Yes,83.2,5.9,Fair,4,High School,Good,4,Yes,61.5,Average,4.699999999999999,Moderate (2-4h),5-6h
S1277,22,Female,5.9,3.5,0.4,No,89.0,4.9,Good,1,Unknown,Good,3,No,71.4,Average,3.9,High (4-6h),<5h
S1278,17,Female,4.2,2.0,0.4,No,88.6,5.4,Fair,2,Master,Good,8,Yes,93.9,Excellent,2.4,High (4-6h),5-6h
S1279,18,Female,4.6,0.6,2.1,No,90.0,4.5,Poor,1,High School,Good,8,No,85.9,High,2.7,High (4-6h),<5h
S1280,20,Female,4.5,4.6,2.0,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,Average,6.6,High (4-6h),6-7h
S1281,20,Female,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,High,5.300000000000001,High (4-6h),5-6h
S1282,22,Male,3.8,0.9,2.0,Yes,79.9,6.2,Fair,1,Unknown,Good,10,No,79.7,High,2.9,Moderate (2-4h),6-7h
S1283,23,Male,1.6,3.3,3.5,Yes,73.0,8.1,Good,6,High School,Good,1,No,47.1,Low,6.8,Low (<2h),>8h
S1284,18,Male,4.1,1.9,2.6,No,100.0,7.9,Fair,6,Bachelor,Good,8,No,91.9,Excellent,4.5,High (4-6h),7-8h
S1285,19,Female,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,Unknown,Poor,6,Yes,60.6,Average,3.3,Moderate (2-4h),6-7h
S1286,17,Female,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,Low,4.6,Moderate (2-4h),6-7h
S1287,21,Male,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,High,3.1,High (4-6h),>8h
S1288,17,Male,5.4,1.6,1.4,No,100.0,7.1,Fair,3,High School,Average,5,No,95.5,Excellent,3.0,High (4-6h),7-8h
S1289,24,Female,3.5,1.7,1.3,No,74.3,6.1,Good,1,High School,Good,7,Yes,73.5,Average,3.0,Moderate (2-4h),6-7h
S1290,17,Male,4.0,1.4,1.3,No,80.7,4.8,Fair,2,Unknown,Poor,8,No,75.9,High,2.7,Moderate (2-4h),<5h
S1291,19,Female,6.1,1.5,0.4,No,89.2,7.0,Poor,1,Bachelor,Average,9,No,100.0,Excellent,1.9,Intense (>6h),6-7h
S1292,17,Female,3.9,2.4,1.7,Yes,91.0,7.5,Good,4,Master,Average,6,Yes,74.2,Average,4.1,Moderate (2-4h),7-8h
S1293,18,Female,7.4,1.6,1.2,No,94.6,5.7,Fair,5,Bachelor,Good,10,Yes,100.0,Excellent,2.8,Intense (>6h),5-6h
S1294,18,Male,4.3,3.3,0.0,No,100.0,6.8,Fair,6,High School,Average,9,No,94.9,Excellent,3.3,High (4-6h),6-7h
S1295,20,Female,0.9,4.3,4.1,No,90.1,6.1,Good,6,High School,Average,4,No,27.6,Very Low,8.399999999999999,Low (<2h),6-7h
S1296,22,Female,4.6,1.8,3.0,No,74.4,6.3,Fair,6,High School,Average,8,No,86.2,High,4.8,High (4-6h),6-7h
S1297,23,Female,4.1,2.8,1.4,No,82.4,3.5,Good,2,Master,Average,3,No,60.1,Average,4.199999999999999,High (4-6h),<5h
S1298,21,Female,5.4,3.1,1.8,No,88.1,6.2,Poor,3,High School,Average,4,Yes,91.3,Excellent,4.9,High (4-6h),6-7h
S1299,24,Female,4.5,3.1,0.5,No,100.0,7.7,Fair,3,Bachelor,Average,10,No,93.8,Excellent,3.6,High (4-6h),7-8h
S1300,17,Female,3.3,2.6,3.7,No,71.0,5.7,Poor,6,High School,Good,4,Yes,61.6,Average,6.300000000000001,Moderate (2-4h),5-6h
S1301,17,Male,1.7,3.4,3.9,Yes,97.0,6.6,Good,3,High School,Average,6,No,41.7,Low,7.3,Low (<2h),6-7h
S1302,19,Female,3.2,3.1,2.0,No,86.8,5.6,Fair,5,High School,Poor,9,No,74.5,Average,5.1,Moderate (2-4h),5-6h
S1303,22,Female,2.2,1.0,2.9,No,93.4,6.9,Good,6,Unknown,Good,6,No,63.7,Average,3.9,Moderate (2-4h),6-7h
S1304,18,Male,2.6,3.5,2.0,No,84.0,6.2,Good,0,Bachelor,Average,1,No,39.6,Very Low,5.5,Moderate (2-4h),6-7h
S1305,21,Female,4.4,3.6,0.3,No,76.6,5.4,Fair,2,High School,Good,5,Yes,87.5,High,3.9,High (4-6h),5-6h
S1306,20,Female,6.0,1.6,1.3,No,92.5,8.1,Fair,5,Bachelor,Average,9,No,100.0,Excellent,2.9000000000000004,High (4-6h),>8h
S1307,18,Female,4.1,2.5,1.9,Yes,91.5,7.6,Fair,2,Unknown,Good,5,No,75.4,High,4.4,High (4-6h),7-8h
S1308,24,Male,1.7,3.3,1.3,No,94.7,5.8,Fair,6,Master,Good,6,Yes,61.5,Average,4.6,Low (<2h),5-6h
S1309,22,Male,4.2,2.2,1.6,No,84.9,7.1,Fair,5,High School,Good,3,Yes,73.3,Average,3.8000000000000003,High (4-6h),7-8h
S1310,24,Other,5.3,3.8,1.7,No,79.0,7.1,Good,6,Master,Average,8,No,96.3,Excellent,5.5,High (4-6h),7-8h
S1311,23,Female,2.6,5.3,1.7,Yes,69.4,7.3,Good,5,Bachelor,Average,10,No,67.0,Average,7.0,Moderate (2-4h),7-8h
S1312,20,Male,3.3,1.6,1.9,No,93.2,4.5,Good,6,Master,Average,4,No,70.1,Average,3.5,Moderate (2-4h),<5h
S1313,23,Female,3.5,0.8,0.6,No,89.2,7.7,Good,0,High School,Good,4,No,84.2,High,1.4,Moderate (2-4h),7-8h
S1314,19,Female,2.3,2.9,1.0,No,75.3,5.8,Good,2,Bachelor,Good,5,Yes,48.9,Low,3.9,Moderate (2-4h),5-6h
S1315,24,Female,4.5,3.4,0.4,No,79.6,6.1,Fair,5,High School,Poor,10,No,98.8,Excellent,3.8,High (4-6h),6-7h
S1316,19,Female,3.3,2.2,2.9,Yes,80.3,9.7,Good,0,High School,Poor,9,No,76.1,High,5.1,Moderate (2-4h),>8h
S1317,17,Male,4.1,4.2,0.0,No,70.2,6.9,Good,1,High School,Average,8,Yes,80.4,High,4.2,High (4-6h),6-7h
S1318,23,Male,2.2,0.9,3.1,No,76.8,6.0,Fair,6,High School,Poor,7,No,64.1,Average,4.0,Moderate (2-4h),5-6h
S1319,22,Male,2.8,3.3,3.3,No,73.7,3.9,Good,4,Master,Average,5,Yes,59.4,Low,6.6,Moderate (2-4h),<5h
S1320,24,Female,4.6,1.8,1.5,No,80.9,8.2,Fair,5,Unknown,Poor,9,Yes,94.2,Excellent,3.3,High (4-6h),>8h
S1321,21,Male,2.9,4.6,0.0,Yes,77.6,4.9,Good,3,Bachelor,Good,9,Yes,67.8,Average,4.6,Moderate (2-4h),<5h
S1322,20,Male,6.1,4.9,1.4,No,68.7,5.3,Good,0,Bachelor,Good,10,No,96.1,Excellent,6.300000000000001,Intense (>6h),5-6h
S1323,18,Male,2.9,1.6,1.7,No,100.0,6.1,Good,0,Bachelor,Good,10,No,70.2,Average,3.3,Moderate (2-4h),6-7h
S1324,22,Female,3.8,1.8,0.7,No,97.5,8.2,Fair,5,Bachelor,Average,2,No,84.2,High,2.5,Moderate (2-4h),>8h
S1325,22,Female,4.9,3.5,1.2,No,77.2,7.4,Good,0,High School,Good,4,No,75.4,High,4.7,High (4-6h),7-8h
S1326,19,Male,1.4,2.0,3.5,No,87.7,6.3,Fair,1,Bachelor,Good,8,No,41.7,Low,5.5,Low (<2h),6-7h
S1327,23,Male,0.9,2.4,2.5,No,89.2,6.9,Fair,0,High School,Poor,1,No,23.1,Very Low,4.9,Low (<2h),6-7h
S1328,24,Female,1.2,2.5,0.8,Yes,96.9,5.8,Good,4,Master,Good,5,No,50.3,Low,3.3,Low (<2h),5-6h
S1329,24,Male,5.4,0.2,0.0,No,76.8,6.7,Fair,4,Bachelor,Average,8,No,100.0,Excellent,0.2,High (4-6h),6-7h
S1330,17,Male,2.7,2.5,1.4,No,95.9,6.6,Good,6,Master,Average,2,No,52.2,Low,3.9,Moderate (2-4h),6-7h
S1331,17,Male,7.3,1.7,1.6,No,79.5,7.7,Fair,6,Unknown,Average,2,Yes,100.0,Excellent,3.3,Intense (>6h),7-8h
S1332,20,Male,2.7,1.9,2.3,No,71.6,7.7,Fair,3,High School,Poor,8,No,71.2,Average,4.199999999999999,Moderate (2-4h),7-8h
S1333,19,Male,3.8,4.2,1.2,No,92.2,7.1,Good,1,High School,Good,10,No,72.3,Average,5.4,Moderate (2-4h),7-8h
S1334,22,Female,5.8,1.0,2.4,No,97.9,6.1,Fair,4,Unknown,Average,9,No,100.0,Excellent,3.4,High (4-6h),6-7h
S1335,24,Male,6.5,3.5,3.9,No,100.0,7.4,Poor,5,High School,Average,7,Yes,100.0,Excellent,7.4,Intense (>6h),7-8h
S1336,21,Female,6.6,2.2,2.7,No,73.0,6.4,Good,2,Bachelor,Poor,8,Yes,100.0,Excellent,4.9,Intense (>6h),6-7h
S1337,19,Male,5.3,2.2,1.7,No,92.0,5.2,Fair,2,High School,Good,5,No,93.1,Excellent,3.9000000000000004,High (4-6h),5-6h
S1338,20,Female,5.0,3.4,1.6,Yes,80.9,6.0,Good,2,Bachelor,Average,1,Yes,67.7,Average,5.0,High (4-6h),5-6h
S1339,20,Female,4.4,2.9,1.4,No,92.8,6.6,Fair,6,Master,Good,4,Yes,77.9,High,4.3,High (4-6h),6-7h
S1340,19,Male,4.7,3.2,3.1,Yes,70.3,7.6,Fair,5,Bachelor,Good,2,No,80.3,High,6.300000000000001,High (4-6h),7-8h
S1341,20,Female,2.7,3.7,1.1,No,72.4,6.3,Fair,0,High School,Average,3,No,44.3,Low,4.800000000000001,Moderate (2-4h),6-7h
S1342,19,Male,2.3,2.1,1.8,No,77.2,5.0,Fair,5,High School,Average,3,No,54.7,Low,3.9000000000000004,Moderate (2-4h),<5h
S1343,18,Other,3.5,1.8,1.9,No,85.8,6.6,Fair,0,High School,Good,9,No,85.0,High,3.7,Moderate (2-4h),6-7h
S1344,19,Male,3.2,1.2,1.2,No,78.6,6.6,Fair,2,High School,Poor,10,Yes,81.7,High,2.4,Moderate (2-4h),6-7h
S1345,23,Male,2.8,1.5,0.3,No,91.6,6.7,Fair,3,Bachelor,Poor,4,No,71.6,Average,1.8,Moderate (2-4h),6-7h
S1346,19,Male,4.5,6.0,2.2,Yes,95.3,7.6,Poor,3,High School,Good,2,Yes,73.7,Average,8.2,High (4-6h),7-8h
S1347,20,Other,4.9,4.0,1.7,No,91.0,7.7,Fair,0,Master,Average,3,No,77.0,High,5.7,High (4-6h),7-8h
S1348,24,Female,3.6,0.9,2.4,No,100.0,5.8,Poor,2,Bachelor,Average,3,No,72.3,Average,3.3,Moderate (2-4h),5-6h
S1349,23,Female,5.7,0.9,1.2,No,89.2,5.8,Poor,5,Bachelor,Average,7,No,100.0,Excellent,2.1,High (4-6h),5-6h
S1350,20,Male,1.8,3.1,3.1,No,72.8,5.3,Good,3,High School,Average,8,No,54.0,Low,6.2,Low (<2h),5-6h
S1351,17,Female,3.2,3.2,0.8,No,98.6,7.3,Good,0,High School,Good,6,No,70.4,Average,4.0,Moderate (2-4h),7-8h
S1352,17,Male,2.4,3.2,3.7,No,78.9,8.2,Good,5,Bachelor,Good,4,Yes,47.0,Low,6.9,Moderate (2-4h),>8h
S1353,24,Female,0.7,2.2,0.0,No,94.1,6.1,Fair,2,High School,Good,6,No,48.7,Low,2.2,Low (<2h),6-7h
S1354,24,Male,3.4,2.3,2.3,No,100.0,6.2,Good,1,High School,Good,1,No,47.6,Low,4.6,Moderate (2-4h),6-7h
S1355,23,Male,3.3,2.9,2.3,Yes,89.6,8.3,Good,2,High School,Average,10,No,81.1,High,5.199999999999999,Moderate (2-4h),>8h
S1356,18,Male,5.8,2.6,0.9,Yes,70.0,7.1,Good,6,High School,Average,8,No,100.0,Excellent,3.5,High (4-6h),7-8h
S1357,24,Male,4.4,0.0,2.3,No,75.8,7.0,Fair,2,Bachelor,Average,1,No,81.9,High,2.3,High (4-6h),6-7h
S1358,17,Female,2.0,2.2,3.2,No,98.2,5.1,Good,5,High School,Average,5,No,56.3,Low,5.4,Low (<2h),5-6h
S1359,19,Male,6.3,1.5,0.0,No,83.3,7.3,Good,5,Bachelor,Good,2,Yes,100.0,Excellent,1.5,Intense (>6h),7-8h
S1360,20,Female,5.3,2.7,2.4,Yes,85.8,5.4,Good,4,High School,Good,6,No,81.0,High,5.1,High (4-6h),5-6h
S1361,17,Male,4.4,6.1,0.0,No,92.6,5.1,Poor,4,Bachelor,Average,9,Yes,84.9,High,6.1,High (4-6h),5-6h
S1362,17,Female,3.2,2.9,0.7,No,92.0,6.1,Fair,5,Master,Poor,5,No,67.9,Average,3.5999999999999996,Moderate (2-4h),6-7h
S1363,18,Male,2.1,2.1,3.6,No,87.8,5.8,Fair,5,Master,Poor,4,No,56.9,Low,5.7,Moderate (2-4h),5-6h
S1364,23,Male,2.9,3.6,1.2,No,82.9,6.2,Fair,1,High School,Average,2,No,45.9,Low,4.8,Moderate (2-4h),6-7h
S1365,23,Female,5.1,3.1,0.5,Yes,81.9,4.8,Good,1,Unknown,Poor,3,No,76.0,High,3.6,High (4-6h),<5h
S1366,22,Male,6.3,3.0,1.6,No,93.6,7.7,Poor,2,High School,Average,6,Yes,94.8,Excellent,4.6,Intense (>6h),7-8h
S1367,18,Male,5.8,3.2,4.1,No,90.5,7.9,Poor,6,Bachelor,Good,8,No,99.3,Excellent,7.3,High (4-6h),7-8h
S1368,19,Female,2.8,5.0,0.0,Yes,82.4,4.2,Fair,3,Bachelor,Good,8,No,71.0,Average,5.0,Moderate (2-4h),<5h
S1369,23,Female,1.8,1.1,0.6,Yes,95.8,7.7,Poor,6,Bachelor,Average,5,No,70.9,Average,1.7000000000000002,Low (<2h),7-8h
S1370,20,Male,3.7,3.1,3.4,Yes,83.7,5.5,Fair,1,High School,Average,5,Yes,59.8,Low,6.5,Moderate (2-4h),5-6h
S1371,24,Male,0.8,1.4,3.8,Yes,76.5,7.5,Good,2,Bachelor,Average,10,No,36.0,Very Low,5.199999999999999,Low (<2h),7-8h
S1372,18,Female,4.0,3.2,1.7,No,77.4,6.4,Fair,6,High School,Good,3,No,68.4,Average,4.9,Moderate (2-4h),6-7h
